# G_5 D8R distortion (omega1 >= 0)
# Columns: p [GPa]   Delta [A]
0.000000 0.000000
0.035000 0.066640
0.075000 0.037120
0.100000 0.045960
0.120000 0.003540
0.125000 0.066640
0.130000 0.003650
0.135000 0.008190
0.140000 0.008370
0.160000 0.000060
0.200000 0.423380
0.300000 0.520900
0.400000 0.700330
0.500000 0.832210
0.600000 0.958660
0.700000 1.082700
0.800000 1.206790
0.900000 1.267490
1.000000 1.353280
1.100000 1.432250
1.200000 1.516390
1.300000 1.588040
1.400000 1.651090
1.500000 1.723100
1.600000 1.789390
1.700000 1.849260
1.800000 1.910660
1.900000 1.967290
2.000000 2.026980
