# f_eff(Delta;p)/alpha for G_5 at three pressures (0.5 p_c, p_c, 1.5 p_c).
# p_c = 0.1282 GPa, delta = 0.4637 A, u_eff/alpha = 4.64 A^-2.
# Columns: Delta [A]  f/alpha [A^2] at 0.5 p_c  at p_c  at 1.5 p_c
0.000000 0.000000 0.000000 0.000000
0.001336 0.000000 0.000000 -0.000000
0.002671 0.000002 0.000000 -0.000002
0.004007 0.000004 0.000000 -0.000004
0.005342 0.000007 0.000000 -0.000007
0.006678 0.000011 0.000000 -0.000011
0.008013 0.000016 0.000000 -0.000016
0.009349 0.000022 0.000000 -0.000022
0.010684 0.000029 0.000000 -0.000029
0.012020 0.000036 0.000000 -0.000036
0.013356 0.000045 0.000000 -0.000045
0.014691 0.000054 0.000000 -0.000054
0.016027 0.000064 0.000000 -0.000064
0.017362 0.000075 0.000000 -0.000075
0.018698 0.000088 0.000000 -0.000087
0.020033 0.000101 0.000000 -0.000100
0.021369 0.000114 0.000000 -0.000114
0.022705 0.000129 0.000000 -0.000129
0.024040 0.000145 0.000000 -0.000144
0.025376 0.000161 0.000000 -0.000160
0.026711 0.000179 0.000001 -0.000178
0.028047 0.000197 0.000001 -0.000196
0.029382 0.000217 0.000001 -0.000215
0.030718 0.000237 0.000001 -0.000235
0.032053 0.000258 0.000001 -0.000256
0.033389 0.000280 0.000001 -0.000277
0.034725 0.000303 0.000002 -0.000300
0.036060 0.000327 0.000002 -0.000323
0.037396 0.000352 0.000002 -0.000347
0.038731 0.000378 0.000003 -0.000372
0.040067 0.000404 0.000003 -0.000398
0.041402 0.000432 0.000003 -0.000425
0.042738 0.000461 0.000004 -0.000453
0.044073 0.000490 0.000004 -0.000481
0.045409 0.000520 0.000005 -0.000511
0.046745 0.000552 0.000006 -0.000541
0.048080 0.000584 0.000006 -0.000572
0.049416 0.000617 0.000007 -0.000604
0.050751 0.000652 0.000008 -0.000636
0.052087 0.000687 0.000009 -0.000670
0.053422 0.000723 0.000009 -0.000704
0.054758 0.000760 0.000010 -0.000739
0.056093 0.000798 0.000011 -0.000775
0.057429 0.000837 0.000013 -0.000812
0.058765 0.000877 0.000014 -0.000849
0.060100 0.000918 0.000015 -0.000888
0.061436 0.000960 0.000017 -0.000927
0.062771 0.001003 0.000018 -0.000967
0.064107 0.001047 0.000020 -0.001008
0.065442 0.001092 0.000021 -0.001049
0.066778 0.001138 0.000023 -0.001092
0.068114 0.001185 0.000025 -0.001135
0.069449 0.001233 0.000027 -0.001179
0.070785 0.001282 0.000029 -0.001223
0.072120 0.001332 0.000031 -0.001269
0.073456 0.001383 0.000034 -0.001315
0.074791 0.001435 0.000036 -0.001362
0.076127 0.001488 0.000039 -0.001410
0.077462 0.001542 0.000042 -0.001458
0.078798 0.001597 0.000045 -0.001508
0.080134 0.001653 0.000048 -0.001558
0.081469 0.001710 0.000051 -0.001608
0.082805 0.001769 0.000055 -0.001660
0.084140 0.001828 0.000058 -0.001712
0.085476 0.001888 0.000062 -0.001765
0.086811 0.001950 0.000066 -0.001818
0.088147 0.002012 0.000070 -0.001872
0.089482 0.002076 0.000074 -0.001927
0.090818 0.002141 0.000079 -0.001983
0.092154 0.002207 0.000084 -0.002039
0.093489 0.002274 0.000089 -0.002096
0.094825 0.002342 0.000094 -0.002154
0.096160 0.002411 0.000099 -0.002213
0.097496 0.002481 0.000105 -0.002272
0.098831 0.002553 0.000111 -0.002331
