# G_3 sextic fit curve (p[GPa], Delta[A])
0.36770  0.11239
0.37590  0.18261
0.38411  0.23248
0.39231  0.27338
0.40051  0.30889
0.40871  0.34070
0.41692  0.36977
0.42512  0.39670
0.43332  0.42190
0.44152  0.44567
0.44973  0.46822
0.45793  0.48972
0.46613  0.51030
0.47433  0.53007
0.48254  0.54912
0.49074  0.56753
0.49894  0.58534
0.50714  0.60262
0.51535  0.61940
0.52355  0.63574
0.53175  0.65165
0.53995  0.66718
0.54816  0.68235
0.55636  0.69717
0.56456  0.71168
0.57276  0.72590
0.58097  0.73983
0.58917  0.75350
0.59737  0.76691
0.60557  0.78009
0.61378  0.79304
0.62198  0.80578
0.63018  0.81831
0.63838  0.83065
0.64659  0.84280
0.65479  0.85477
0.66299  0.86656
0.67119  0.87820
0.67940  0.88967
0.68760  0.90099
0.69580  0.91217
0.70400  0.92320
0.71221  0.93410
0.72041  0.94487
0.72861  0.95550
0.73681  0.96602
0.74502  0.97642
0.75322  0.98670
0.76142  0.99687
0.76962  1.00693
0.77783  1.01689
0.78603  1.02675
0.79423  1.03650
0.80243  1.04616
0.81064  1.05573
0.81884  1.06520
0.82704  1.07459
0.83524  1.08389
0.84345  1.09311
0.85165  1.10224
0.85985  1.11130
0.86805  1.12027
0.87626  1.12918
0.88446  1.13800
0.89266  1.14675
0.90086  1.15544
0.90907  1.16405
0.91727  1.17260
0.92547  1.18108
0.93367  1.18949
0.94188  1.19784
0.95008  1.20613
0.95828  1.21436
0.96648  1.22252
0.97469  1.23063
0.98289  1.23868
0.99109  1.24668
0.99929  1.25462
1.00750  1.26251
1.01570  1.27034
1.02390  1.27812
1.03210  1.28585
1.04031  1.29353
1.04851  1.30116
1.05671  1.30874
1.06491  1.31628
1.07312  1.32377
1.08132  1.33121
1.08952  1.33860
1.09772  1.34596
1.10593  1.35326
1.11413  1.36053
1.12233  1.36775
1.13053  1.37493
1.13874  1.38207
1.14694  1.38917
1.15514  1.39623
1.16334  1.40325
1.17155  1.41023
1.17975  1.41718
1.18795  1.42409
1.19615  1.43095
1.20436  1.43779
1.21256  1.44459
1.22076  1.45135
1.22896  1.45808
1.23717  1.46477
1.24537  1.47143
1.25357  1.47805
1.26177  1.48465
1.26998  1.49121
1.27818  1.49774
1.28638  1.50423
1.29458  1.51070
1.30279  1.51713
1.31099  1.52354
1.31919  1.52991
1.32739  1.53626
1.33560  1.54257
1.34380  1.54886
1.35200  1.55512
1.36020  1.56135
1.36841  1.56755
1.37661  1.57372
1.38481  1.57987
1.39301  1.58599
1.40122  1.59208
1.40942  1.59815
1.41762  1.60419
1.42582  1.61020
1.43403  1.61619
1.44223  1.62216
1.45043  1.62810
1.45863  1.63402
1.46684  1.63991
1.47504  1.64577
1.48324  1.65162
1.49144  1.65744
1.49965  1.66323
1.50785  1.66901
1.51605  1.67476
1.52425  1.68049
1.53246  1.68619
1.54066  1.69188
1.54886  1.69754
1.55706  1.70318
1.56527  1.70880
1.57347  1.71440
1.58167  1.71998
1.58987  1.72553
1.59808  1.73107
1.60628  1.73658
1.61448  1.74208
1.62268  1.74755
1.63089  1.75301
1.63909  1.75845
1.64729  1.76386
1.65549  1.76926
1.66370  1.77464
1.67190  1.78000
1.68010  1.78534
1.68830  1.79066
1.69651  1.79596
1.70471  1.80125
1.71291  1.80652
1.72111  1.81177
1.72932  1.81700
1.73752  1.82221
1.74572  1.82741
1.75392  1.83259
1.76213  1.83775
1.77033  1.84290
1.77853  1.84803
1.78673  1.85314
1.79494  1.85824
1.80314  1.86332
1.81134  1.86838
1.81954  1.87343
1.82775  1.87846
1.83595  1.88348
1.84415  1.88848
1.85235  1.89346
1.86056  1.89843
1.86876  1.90338
1.87696  1.90832
1.88516  1.91324
1.89337  1.91815
1.90157  1.92304
1.90977  1.92792
1.91797  1.93279
1.92618  1.93764
1.93438  1.94247
1.94258  1.94729
1.95078  1.95210
1.95899  1.95689
1.96719  1.96167
1.97539  1.96643
1.98359  1.97119
1.99180  1.97592
2.00000  1.98065
