# G_3 volume scan (omega1 >= 0)
# Columns: p [GPa]   V/V_0 [-]
0.000000 1.000000
0.100000 0.998635
0.200000 0.997212
0.250000 0.996545
0.300000 0.995676
0.320000 0.995444
0.330000 0.995357
0.335000 0.995212
0.340000 0.995183
0.345000 0.995125
0.350000 0.995038
0.350000 0.995038
0.355000 0.994951
0.360000 0.994864
0.365000 0.992954
0.370000 0.992607
0.385000 0.991479
0.400000 0.989948
0.400000 0.989948
0.500000 0.982921
0.600000 0.975612
0.700000 0.968510
0.800000 0.961188
0.900000 0.953903
1.000000 0.946570
1.100000 0.939192
1.200000 0.931686
1.300000 0.924137
1.400000 0.916547
1.500000 0.908835
1.600000 0.901166
1.700000 0.893460
1.800000 0.885636
1.900000 0.877859
2.000000 0.869969
