# G_4 D8R distortion (omega1 >= 0)
# Columns: p [GPa]   Delta [A]
0.000000 0.000000
0.100000 0.000000
0.130000 0.000000
0.175000 0.036650
0.182500 0.038010
0.185000 0.037240
0.190000 0.036530
0.195000 0.033410
0.200000 0.031940
0.230000 0.279010
0.300000 0.440110
0.400000 0.652310
0.500000 0.809050
0.700000 1.053830
0.800000 1.156770
0.900000 1.251460
1.000000 1.340030
1.100000 1.422990
1.200000 1.500950
1.300000 1.575670
1.400000 1.647210
1.500000 1.715030
1.600000 1.780850
1.700000 1.843660
1.800000 1.904770
1.900000 1.963690
2.000000 2.020620
